date,return,open_close,rv,vix,year_week,dhousing,dindpro,nai,nfci,year_month
1973/7/16,1.506514043,1.506514043,NA,NA,1973/7/15,2.673190202,0.412323672,0.63,1.37,1973/7/1
1973/7/17,0.047308767,0.047308767,NA,NA,1973/7/15,2.673190202,0.412323672,0.63,1.37,1973/7/1
1973/7/18,0.594142365,0.594142365,NA,NA,1973/7/15,2.673190202,0.412323672,0.63,1.37,1973/7/1
1973/7/19,0.187886386,0.187886386,NA,NA,1973/7/15,2.673190202,0.412323672,0.63,1.37,1973/7/1
1973/7/20,0.552199442,0.552199442,NA,NA,1973/7/15,2.673190202,0.412323672,0.63,1.37,1973/7/1
1973/7/23,0.354046775,0.354046775,NA,NA,1973/7/22,2.673190202,0.412323672,0.63,1.48,1973/7/1
1973/7/24,0.574982583,0.574982583,NA,NA,1973/7/22,2.673190202,0.412323672,0.63,1.48,1973/7/1
1973/7/25,1.377558761,1.377558761,NA,NA,1973/7/22,2.673190202,0.412323672,0.63,1.48,1973/7/1
1973/7/26,0.191351831,0.191351831,NA,NA,1973/7/22,2.673190202,0.412323672,0.63,1.48,1973/7/1
1973/7/27,-0.236968765,-0.236968765,NA,NA,1973/7/22,2.673190202,0.412323672,0.63,1.48,1973/7/1
1973/7/30,-0.3107259,-0.3107259,NA,NA,1973/7/29,2.673190202,0.412323672,0.63,1.59,1973/7/1
1973/7/31,-0.947263252,-0.947263252,NA,NA,1973/7/29,2.673190202,0.412323672,0.63,1.59,1973/7/1
1973/8/1,-1.292739678,-1.246524047,NA,NA,1973/7/29,-3.450270363,-0.170893981,-0.32,1.59,1973/8/1
1973/8/2,-0.149886679,-0.149886679,NA,NA,1973/7/29,-3.450270363,-0.170893981,-0.32,1.59,1973/8/1
1973/8/3,-0.168887264,-0.168887264,NA,NA,1973/7/29,-3.450270363,-0.170893981,-0.32,1.59,1973/8/1
1973/8/6,0.225124379,0.225124379,NA,NA,1973/8/5,-3.450270363,-0.170893981,-0.32,1.7,1973/8/1
1973/8/7,-0.168792233,-0.168792233,NA,NA,1973/8/5,-3.450270363,-0.170893981,-0.32,1.7,1973/8/1
1973/8/8,-0.942958398,-0.942958398,NA,NA,1973/8/5,-3.450270363,-0.170893981,-0.32,1.7,1973/8/1
1973/8/9,0.056827051,0.056827051,NA,NA,1973/8/5,-3.450270363,-0.170893981,-0.32,1.7,1973/8/1
1973/8/10,-0.79856305,-0.79856305,NA,NA,1973/8/5,-3.450270363,-0.170893981,-0.32,1.7,1973/8/1
1973/8/13,-1.016890977,-1.016890977,NA,NA,1973/8/12,-3.450270363,-0.170893981,-0.32,1.8,1973/8/1
1973/8/14,-0.968905952,-0.968905952,NA,NA,1973/8/12,-3.450270363,-0.170893981,-0.32,1.8,1973/8/1
1973/8/15,0.291661687,0.291661687,NA,NA,1973/8/12,-3.450270363,-0.170893981,-0.32,1.8,1973/8/1
1973/8/16,-0.701416407,-0.701416407,NA,NA,1973/8/12,-3.450270363,-0.170893981,-0.32,1.8,1973/8/1
1973/8/17,0.01954741,0.01954741,NA,NA,1973/8/12,-3.450270363,-0.170893981,-0.32,1.8,1973/8/1
1973/8/20,-0.6865435,-0.6865435,NA,NA,1973/8/19,-3.450270363,-0.170893981,-0.32,1.9,1973/8/1
1973/8/21,-0.711116083,-0.711116083,NA,NA,1973/8/19,-3.450270363,-0.170893981,-0.32,1.9,1973/8/1
1973/8/22,-0.357462404,-0.357462404,NA,NA,1973/8/19,-3.450270363,-0.170893981,-0.32,1.9,1973/8/1
1973/8/23,1.363392962,1.273903521,NA,NA,1973/8/19,-3.450270363,-0.170893981,-0.32,1.9,1973/8/1
1973/8/24,-0.28497144,-0.28497144,NA,NA,1973/8/19,-3.450270363,-0.170893981,-0.32,1.9,1973/8/1
1973/8/27,0.784159082,0.784159082,NA,NA,1973/8/26,-3.450270363,-0.170893981,-0.32,1.99,1973/8/1
1973/8/28,0.584112851,0.584112851,NA,NA,1973/8/26,-3.450270363,-0.170893981,-0.32,1.99,1973/8/1
1973/8/29,0.975619445,0.975619445,NA,NA,1973/8/26,-3.450270363,-0.170893981,-0.32,1.99,1973/8/1
1973/8/30,-0.144295156,-0.144295156,NA,NA,1973/8/26,-3.450270363,-0.170893981,-0.32,1.99,1973/8/1
1973/8/31,0.355550276,0.355550276,NA,NA,1973/8/26,-3.450270363,-0.170893981,-0.32,1.99,1973/8/1
1973/9/4,0.249091906,0.249091906,NA,NA,1973/9/2,-9.025229527,0.890692757,1,2.06,1973/9/1
1973/9/5,0.124309841,0.124309841,NA,NA,1973/9/2,-9.025229527,0.890692757,1,2.06,1973/9/1
1973/9/6,0.486204302,0.486204302,NA,NA,1973/9/2,-9.025229527,0.890692757,1,2.06,1973/9/1
1973/9/7,-0.371588244,-0.371588244,NA,NA,1973/9/2,-9.025229527,0.890692757,1,2.06,1973/9/1
1973/9/10,-0.872450767,-0.872450767,NA,NA,1973/9/9,-9.025229527,0.890692757,1,2.11,1973/9/1
1973/9/11,-0.608488865,-0.608488865,NA,NA,1973/9/9,-9.025229527,0.890692757,1,2.11,1973/9/1
1973/9/12,-0.155131891,-0.155131891,NA,NA,1973/9/9,-9.025229527,0.890692757,1,2.11,1973/9/1
1973/9/13,0.290672622,0.290672622,NA,NA,1973/9/9,-9.025229527,0.890692757,1,2.11,1973/9/1
1973/9/14,1.039471327,1.039471327,NA,NA,1973/9/9,-9.025229527,0.890692757,1,2.11,1973/9/1
1973/9/17,-0.278057607,-0.278057607,NA,NA,1973/9/16,-9.025229527,0.890692757,1,2.14,1973/9/1
1973/9/18,-0.36553042,-0.36553042,NA,NA,1973/9/16,-9.025229527,0.890692757,1,2.14,1973/9/1
1973/9/19,2.012946632,1.984034939,NA,NA,1973/9/16,-9.025229527,0.890692757,1,2.14,1973/9/1
1973/9/20,0.827699424,0.827699424,NA,NA,1973/9/16,-9.025229527,0.890692757,1,2.14,1973/9/1
1973/9/21,0.411287738,0.411287738,NA,NA,1973/9/16,-9.025229527,0.890692757,1,2.14,1973/9/1
1973/9/24,0.149146189,0.149146189,NA,NA,1973/9/23,-9.025229527,0.890692757,1,2.16,1973/9/1
1973/9/25,0.640642818,0.640642818,NA,NA,1973/9/23,-9.025229527,0.890692757,1,2.16,1973/9/1
1973/9/26,0.719293937,0.719293937,NA,NA,1973/9/23,-9.025229527,0.890692757,1,2.16,1973/9/1
1973/9/27,0.229452623,0.229452623,NA,NA,1973/9/23,-9.025229527,0.890692757,1,2.16,1973/9/1
1973/9/28,-0.597677283,-0.597677283,NA,NA,1973/9/23,-9.025229527,0.890692757,1,2.16,1973/9/1
1973/10/1,-0.203102914,-0.203102914,NA,NA,1973/9/30,-11.1068701,0.673681555,1.54,2.16,1973/10/1
1973/10/2,0.534565328,0.534565328,NA,NA,1973/9/30,-11.1068701,0.673681555,1.54,2.16,1973/10/1
1973/10/3,-0.009194282,-0.009194282,NA,NA,1973/9/30,-11.1068701,0.673681555,1.54,2.16,1973/10/1
1973/10/4,-0.340711223,-0.340711223,NA,NA,1973/9/30,-11.1068701,0.673681555,1.54,2.16,1973/10/1
1973/10/5,1.319540805,1.319540805,NA,NA,1973/9/30,-11.1068701,0.673681555,1.54,2.16,1973/10/1
1973/10/8,0.345333857,0.345333857,NA,NA,1973/10/7,-11.1068701,0.673681555,1.54,2.15,1973/10/1
1973/10/9,-0.090766025,-0.090766025,NA,NA,1973/10/7,-11.1068701,0.673681555,1.54,2.15,1973/10/1
1973/10/10,-0.829725306,-0.829725306,NA,NA,1973/10/7,-11.1068701,0.673681555,1.54,2.15,1973/10/1
1973/10/11,1.697644171,1.697644171,NA,NA,1973/10/7,-11.1068701,0.673681555,1.54,2.15,1973/10/1
1973/10/12,0.314569983,0.314569983,NA,NA,1973/10/7,-11.1068701,0.673681555,1.54,2.15,1973/10/1
1973/10/15,-1.255151219,-1.147410142,NA,NA,1973/10/14,-11.1068701,0.673681555,1.54,2.12,1973/10/1
1973/10/16,0.127133142,0.127133142,NA,NA,1973/10/14,-11.1068701,0.673681555,1.54,2.12,1973/10/1
1973/10/17,-0.199855623,-0.199855623,NA,NA,1973/10/14,-11.1068701,0.673681555,1.54,2.12,1973/10/1
1973/10/18,0.036367852,0.036367852,NA,NA,1973/10/14,-11.1068701,0.673681555,1.54,2.12,1973/10/1
1973/10/19,0.19070886,0.19070886,NA,NA,1973/10/14,-11.1068701,0.673681555,1.54,2.12,1973/10/1
1973/10/22,-0.966364504,-0.966364504,NA,NA,1973/10/21,-11.1068701,0.673681555,1.54,2.09,1973/10/1
1973/10/23,0.539031947,0.539031947,NA,NA,1973/10/21,-11.1068701,0.673681555,1.54,2.09,1973/10/1
1973/10/24,0.472682461,0.472682461,NA,NA,1973/10/21,-11.1068701,0.673681555,1.54,2.09,1973/10/1
1973/10/25,0.208364439,0.208364439,NA,NA,1973/10/21,-11.1068701,0.673681555,1.54,2.09,1973/10/1
1973/10/26,0.793223027,0.793223027,NA,NA,1973/10/21,-11.1068701,0.673681555,1.54,2.09,1973/10/1
1973/10/29,-0.206709282,-0.206709282,NA,NA,1973/10/28,-11.1068701,0.673681555,1.54,2.06,1973/10/1
1973/10/30,-1.650980866,-1.650980866,NA,NA,1973/10/28,-11.1068701,0.673681555,1.54,2.06,1973/10/1
1973/10/31,-0.955802686,-0.955802686,NA,NA,1973/10/28,-11.1068701,0.673681555,1.54,2.06,1973/10/1
1973/11/1,-0.555607496,-0.555607496,NA,NA,1973/10/28,2.76406894,0.524797735,1.24,2.06,1973/11/1
1973/11/2,-0.577392174,-0.577392174,NA,NA,1973/10/28,2.76406894,0.524797735,1.24,2.06,1973/11/1
1973/11/5,-1.458234619,-1.364795069,NA,NA,1973/11/4,2.76406894,0.524797735,1.24,2.03,1973/11/1
1973/11/6,-0.532116431,-0.532116431,NA,NA,1973/11/4,2.76406894,0.524797735,1.24,2.03,1973/11/1
1973/11/7,0.797123211,0.797123211,NA,NA,1973/11/4,2.76406894,0.524797735,1.24,2.03,1973/11/1
1973/11/8,1.146515707,0.863367808,NA,NA,1973/11/4,2.76406894,0.524797735,1.24,2.03,1973/11/1
1973/11/9,-1.620225722,-1.620225722,NA,NA,1973/11/4,2.76406894,0.524797735,1.24,2.03,1973/11/1
1973/11/12,-0.820068465,-0.820068465,NA,NA,1973/11/11,2.76406894,0.524797735,1.24,2,1973/11/1
1973/11/13,-0.076629313,-0.076629313,NA,NA,1973/11/11,2.76406894,0.524797735,1.24,2,1973/11/1
1973/11/14,-1.847162445,-1.847162445,NA,NA,1973/11/11,2.76406894,0.524797735,1.24,2,1973/11/1
1973/11/15,-0.019520695,-0.019520695,NA,NA,1973/11/11,2.76406894,0.524797735,1.24,2,1973/11/1
1973/11/16,1.405671947,1.405671947,NA,NA,1973/11/11,2.76406894,0.524797735,1.24,2,1973/11/1
1973/11/19,-3.099126818,-2.877476845,NA,NA,1973/11/18,2.76406894,0.524797735,1.24,1.96,1973/11/1
1973/11/20,-2.056545338,-1.996953561,NA,NA,1973/11/18,2.76406894,0.524797735,1.24,1.96,1973/11/1
1973/11/21,1.108768507,1.108768507,NA,NA,1973/11/18,2.76406894,0.524797735,1.24,1.96,1973/11/1
1973/11/23,-0.32128541,-0.32128541,NA,NA,1973/11/18,2.76406894,0.524797735,1.24,1.96,1973/11/1
1973/11/26,-2.918276616,-2.110514756,NA,NA,1973/11/25,2.76406894,0.524797735,1.24,1.91,1973/11/1
1973/11/27,-0.915343404,-0.915343404,NA,NA,1973/11/25,2.76406894,0.524797735,1.24,1.91,1973/11/1
1973/11/28,2.017141069,2.017141069,NA,NA,1973/11/25,2.76406894,0.524797735,1.24,1.91,1973/11/1
1973/11/29,-0.348793952,-0.348793952,NA,NA,1973/11/25,2.76406894,0.524797735,1.24,1.91,1973/11/1
1973/11/30,-1.397031073,-1.397031073,NA,NA,1973/11/25,2.76406894,0.524797735,1.24,1.91,1973/11/1
1973/12/3,-2.170102004,-2.034540171,NA,NA,1973/12/2,-12.19972394,-0.234738417,-0.45,1.85,1973/12/1
1973/12/4,-0.330691008,-0.330691008,NA,NA,1973/12/2,-12.19972394,-0.234738417,-0.45,1.85,1973/12/1
1973/12/5,-1.539725708,-1.539725708,NA,NA,1973/12/2,-12.19972394,-0.234738417,-0.45,1.85,1973/12/1
1973/12/6,2.422665359,2.422665359,NA,NA,1973/12/2,-12.19972394,-0.234738417,-0.45,1.85,1973/12/1
1973/12/7,2.189375671,2.115266301,NA,NA,1973/12/2,-12.19972394,-0.234738417,-0.45,1.85,1973/12/1
1973/12/10,1.481046312,1.481046312,NA,NA,1973/12/9,-12.19972394,-0.234738417,-0.45,1.77,1973/12/1
1973/12/11,-1.9692332,-1.9692332,NA,NA,1973/12/9,-12.19972394,-0.234738417,-0.45,1.77,1973/12/1
1973/12/12,-2.605496248,-2.062579895,NA,NA,1973/12/9,-12.19972394,-0.234738417,-0.45,1.77,1973/12/1
1973/12/13,-1.279934676,-1.279934676,NA,NA,1973/12/9,-12.19972394,-0.234738417,-0.45,1.77,1973/12/1
1973/12/14,0.980245916,0.980245916,NA,NA,1973/12/9,-12.19972394,-0.234738417,-0.45,1.77,1973/12/1
1973/12/17,-0.58052302,-0.58052302,NA,NA,1973/12/16,-12.19972394,-0.234738417,-0.45,1.66,1973/12/1
1973/12/18,2.12285749,2.12285749,NA,NA,1973/12/16,-12.19972394,-0.234738417,-0.45,1.66,1973/12/1
1973/12/19,0.084408109,0.084408109,NA,NA,1973/12/16,-12.19972394,-0.234738417,-0.45,1.66,1973/12/1
1973/12/20,-0.285153064,-0.285153064,NA,NA,1973/12/16,-12.19972394,-0.234738417,-0.45,1.66,1973/12/1
1973/12/21,-1.073966385,-1.073966385,NA,NA,1973/12/16,-12.19972394,-0.234738417,-0.45,1.66,1973/12/1
1973/12/24,-0.686549564,-0.686549564,NA,NA,1973/12/23,-12.19972394,-0.234738417,-0.45,1.54,1973/12/1
1973/12/26,3.011249573,1.972528477,NA,NA,1973/12/23,-12.19972394,-0.234738417,-0.45,1.54,1973/12/1
1973/12/27,2.067470831,1.796267991,NA,NA,1973/12/23,-12.19972394,-0.234738417,-0.45,1.54,1973/12/1
1973/12/28,-0.204831085,-0.204831085,NA,NA,1973/12/23,-12.19972394,-0.234738417,-0.45,1.54,1973/12/1
1973/12/31,0.010253729,0.010253729,NA,NA,1973/12/30,-12.19972394,-0.234738417,-0.45,1.39,1973/12/1
1974/1/2,0.133173198,0.133173198,NA,NA,1973/12/30,-5.039695896,-0.703275133,-0.4,1.39,1974/1/1
1974/1/3,2.147138358,1.79967045,NA,NA,1973/12/30,-5.039695896,-0.703275133,-0.4,1.39,1974/1/1
1974/1/4,-0.905895453,-0.905895453,NA,NA,1973/12/30,-5.039695896,-0.703275133,-0.4,1.39,1974/1/1
1974/1/7,-0.842774945,-0.842774945,NA,NA,1974/1/6,-5.039695896,-0.703275133,-0.4,1.24,1974/1/1
1974/1/8,-2.008406732,-2.008406732,NA,NA,1974/1/6,-5.039695896,-0.703275133,-0.4,1.24,1974/1/1
1974/1/9,-2.849200841,-2.097316575,NA,NA,1974/1/6,-5.039695896,-0.703275133,-0.4,1.24,1974/1/1
1974/1/10,-1.108669681,-1.108669681,NA,NA,1974/1/6,-5.039695896,-0.703275133,-0.4,1.24,1974/1/1
1974/1/11,1.36525096,1.36525096,NA,NA,1974/1/6,-5.039695896,-0.703275133,-0.4,1.24,1974/1/1
1974/1/14,-0.25658128,-0.25658128,NA,NA,1974/1/13,-5.039695896,-0.703275133,-0.4,1.08,1974/1/1
1974/1/15,0.863320039,0.863320039,NA,NA,1974/1/13,-5.039695896,-0.703275133,-0.4,1.08,1974/1/1
1974/1/16,1.516611473,1.516611473,NA,NA,1974/1/13,-5.039695896,-0.703275133,-0.4,1.08,1974/1/1
1974/1/17,1.689427124,1.689427124,NA,NA,1974/1/13,-5.039695896,-0.703275133,-0.4,1.08,1974/1/1
1974/1/18,-1.80447185,-1.80447185,NA,NA,1974/1/13,-5.039695896,-0.703275133,-0.4,1.08,1974/1/1
1974/1/21,-0.167570211,-0.167570211,NA,NA,1974/1/20,-5.039695896,-0.703275133,-0.4,0.92,1974/1/1
1974/1/22,1.198244053,1.198244053,NA,NA,1974/1/20,-5.039695896,-0.703275133,-0.4,0.92,1974/1/1
1974/1/23,0.537132778,0.537132778,NA,NA,1974/1/20,-5.039695896,-0.703275133,-0.4,0.92,1974/1/1
1974/1/24,-0.257878321,-0.257878321,NA,NA,1974/1/20,-5.039695896,-0.703275133,-0.4,0.92,1974/1/1
1974/1/25,-0.196436355,-0.196436355,NA,NA,1974/1/20,-5.039695896,-0.703275133,-0.4,0.92,1974/1/1
1974/1/28,-0.56040103,-0.56040103,NA,NA,1974/1/27,-5.039695896,-0.703275133,-0.4,0.78,1974/1/1
1974/1/29,-0.083283712,-0.083283712,NA,NA,1974/1/27,-5.039695896,-0.703275133,-0.4,0.78,1974/1/1
1974/1/30,1.087694983,1.077285151,NA,NA,1974/1/27,-5.039695896,-0.703275133,-0.4,0.78,1974/1/1
1974/1/31,-0.506118939,-0.506118939,NA,NA,1974/1/27,-5.039695896,-0.703275133,-0.4,0.78,1974/1/1
1974/2/1,-1.302848175,-1.302848175,NA,NA,1974/1/27,18.85050186,-0.310715439,-0.35,0.78,1974/2/1
1974/2/4,-2.152672054,-1.700538376,NA,NA,1974/2/3,18.85050186,-0.310715439,-0.35,0.66,1974/2/1
1974/2/5,-0.311343854,-0.311343854,NA,NA,1974/2/3,18.85050186,-0.310715439,-0.35,0.66,1974/2/1
1974/2/6,0.279181967,0.279181967,NA,NA,1974/2/3,18.85050186,-0.310715439,-0.35,0.66,1974/2/1
1974/2/7,0.042882718,0.042882718,NA,NA,1974/2/3,18.85050186,-0.310715439,-0.35,0.66,1974/2/1
1974/2/8,-1.045100256,-1.045100256,NA,NA,1974/2/3,18.85050186,-0.310715439,-0.35,0.66,1974/2/1
1974/2/11,-1.825284781,-1.825284781,NA,NA,1974/2/10,18.85050186,-0.310715439,-0.35,0.58,1974/2/1
1974/2/12,0.308368076,0.308368076,NA,NA,1974/2/10,18.85050186,-0.310715439,-0.35,0.58,1974/2/1
1974/2/13,0.043976473,0.043976473,NA,NA,1974/2/10,18.85050186,-0.310715439,-0.35,0.58,1974/2/1
1974/2/14,-0.032986314,-0.032986314,NA,NA,1974/2/10,18.85050186,-0.310715439,-0.35,0.58,1974/2/1
1974/2/15,1.44091571,1.44091571,NA,NA,1974/2/10,18.85050186,-0.310715439,-0.35,0.58,1974/2/1
1974/2/19,-0.162692156,-0.162692156,NA,NA,1974/2/17,18.85050186,-0.310715439,-0.35,0.53,1974/2/1
1974/2/20,1.422743297,1.422743297,NA,NA,1974/2/17,18.85050186,-0.310715439,-0.35,0.53,1974/2/1
1974/2/21,1.35000402,1.35000402,NA,NA,1974/2/17,18.85050186,-0.310715439,-0.35,0.53,1974/2/1
1974/2/22,0.715415999,0.715415999,NA,NA,1974/2/17,18.85050186,-0.310715439,-0.35,0.53,1974/2/1
1974/2/25,-0.378111997,-0.378111997,NA,NA,1974/2/24,18.85050186,-0.310715439,-0.35,0.52,1974/2/1
1974/2/26,1.015557077,1.015557077,NA,NA,1974/2/24,18.85050186,-0.310715439,-0.35,0.52,1974/2/1
1974/2/27,0.41580309,0.41580309,NA,NA,1974/2/24,18.85050186,-0.310715439,-0.35,0.52,1974/2/1
1974/2/28,-0.18689757,-0.18689757,NA,NA,1974/2/24,18.85050186,-0.310715439,-0.35,0.52,1974/2/1
1974/3/1,-0.719692285,-0.719692285,NA,NA,1974/2/24,-11.92824469,0.028442293,0.08,0.52,1974/3/1
1974/3/4,0,0,NA,NA,1974/3/3,-11.92824469,0.028442293,0.08,0.55,1974/3/1
1974/3/5,1.85641941,1.386465023,NA,NA,1974/3/3,-11.92824469,0.028442293,0.08,0.55,1974/3/1
1974/3/6,0.675888891,0.675888891,NA,NA,1974/3/3,-11.92824469,0.028442293,0.08,0.55,1974/3/1
1974/3/7,-1.067115578,-1.067115578,NA,NA,1974/3/3,-11.92824469,0.028442293,0.08,0.55,1974/3/1
1974/3/8,0.862779587,0.862779587,NA,NA,1974/3/3,-11.92824469,0.028442293,0.08,0.55,1974/3/1
1974/3/11,1.118691645,1.118691645,NA,NA,1974/3/10,-11.92824469,0.028442293,0.08,0.63,1974/3/1
1974/3/12,0.272691177,0.272691177,NA,NA,1974/3/10,-11.92824469,0.028442293,0.08,0.63,1974/3/1
1974/3/13,0.593290493,0.593290493,NA,NA,1974/3/10,-11.92824469,0.028442293,0.08,0.63,1974/3/1
1974/3/14,-0.090271334,-0.090271334,NA,NA,1974/3/10,-11.92824469,0.028442293,0.08,0.63,1974/3/1
1974/3/15,-0.371993591,-0.371993591,NA,NA,1974/3/10,-11.92824469,0.028442293,0.08,0.63,1974/3/1
1974/3/18,-1.246654758,-1.246654758,NA,NA,1974/3/17,-11.92824469,0.028442293,0.08,0.75,1974/3/1
1974/3/19,-0.839824656,-0.839824656,NA,NA,1974/3/17,-11.92824469,0.028442293,0.08,0.75,1974/3/1
1974/3/20,0.349073244,0.349073244,NA,NA,1974/3/17,-11.92824469,0.028442293,0.08,0.75,1974/3/1
1974/3/21,-0.236010581,-0.236010581,NA,NA,1974/3/17,-11.92824469,0.028442293,0.08,0.75,1974/3/1
1974/3/22,-0.071937727,-0.071937727,NA,NA,1974/3/17,-11.92824469,0.028442293,0.08,0.75,1974/3/1
1974/3/25,0.379664924,0.379664924,NA,NA,1974/3/24,-11.92824469,0.028442293,0.08,0.9,1974/3/1
1974/3/26,0.316987848,0.316987848,NA,NA,1974/3/24,-11.92824469,0.028442293,0.08,0.9,1974/3/1
1974/3/27,-1.398193898,-1.398193898,NA,NA,1974/3/24,-11.92824469,0.028442293,0.08,0.9,1974/3/1
1974/3/28,-1.849481731,-1.444896901,NA,NA,1974/3/24,-11.92824469,0.028442293,0.08,0.9,1974/3/1
1974/3/29,-0.889833188,-0.889833188,NA,NA,1974/3/24,-11.92824469,0.028442293,0.08,0.9,1974/3/1
1974/4/1,-0.779796707,-0.779796707,NA,NA,1974/3/31,3.289354112,-0.35729165,-0.53,1.09,1974/4/1
1974/4/2,0.107179004,0.107179004,NA,NA,1974/3/31,3.289354112,-0.35729165,-0.53,1.09,1974/4/1
1974/4/3,1.04434453,1.04434453,NA,NA,1974/3/31,3.289354112,-0.35729165,-0.53,1.09,1974/4/1
1974/4/4,0,0,NA,NA,1974/3/31,3.289354112,-0.35729165,-0.53,1.09,1974/4/1
1974/4/5,-1.409225811,-1.313766292,NA,NA,1974/3/31,3.289354112,-0.35729165,-0.53,1.09,1974/4/1
1974/4/8,-1.059243577,-1.048489317,NA,NA,1974/4/7,3.289354112,-0.35729165,-0.53,1.32,1974/4/1
1974/4/9,0.6282538,0.6282538,NA,NA,1974/4/7,3.289354112,-0.35729165,-0.53,1.32,1974/4/1
1974/4/10,-0.227013769,-0.227013769,NA,NA,1974/4/7,3.289354112,-0.35729165,-0.53,1.32,1974/4/1
1974/4/11,-0.303489277,-0.303489277,NA,NA,1974/4/7,3.289354112,-0.35729165,-0.53,1.32,1974/4/1
1974/4/15,-0.076016725,-0.076016725,NA,NA,1974/4/14,3.289354112,-0.35729165,-0.53,1.57,1974/4/1
1974/4/16,1.733930619,1.733930619,NA,NA,1974/4/14,3.289354112,-0.35729165,-0.53,1.57,1974/4/1
1974/4/17,0.744601867,0.744601867,NA,NA,1974/4/14,3.289354112,-0.35729165,-0.53,1.57,1974/4/1
1974/4/18,0.444114085,0.444114085,NA,NA,1974/4/14,3.289354112,-0.35729165,-0.53,1.57,1974/4/1
1974/4/19,-1.092674114,-1.082120698,NA,NA,1974/4/14,3.289354112,-0.35729165,-0.53,1.57,1974/4/1
1974/4/22,-0.395450743,-0.395450743,NA,NA,1974/4/21,3.289354112,-0.35729165,-0.53,1.85,1974/4/1
1974/4/23,-1.695595504,-1.695595504,NA,NA,1974/4/21,3.289354112,-0.35729165,-0.53,1.85,1974/4/1
1974/4/24,-1.658370873,-1.658370873,NA,NA,1974/4/21,3.289354112,-0.35729165,-0.53,1.85,1974/4/1
1974/4/25,-0.811705116,-0.811705116,NA,NA,1974/4/21,3.289354112,-0.35729165,-0.53,1.85,1974/4/1
1974/4/26,0.678723051,0.678723051,NA,NA,1974/4/21,3.289354112,-0.35729165,-0.53,1.85,1974/4/1
1974/4/29,-0.199800266,-0.199800266,NA,NA,1974/4/28,3.289354112,-0.35729165,-0.53,2.14,1974/4/1
1974/4/30,0.343850379,0.343850379,NA,NA,1974/4/28,3.289354112,-0.35729165,-0.53,2.14,1974/4/1
1974/5/1,2.092886351,2.092886351,NA,NA,1974/4/28,-11.94957648,0.805098649,0.75,2.14,1974/5/1
1974/5/2,-0.141072132,-0.141072132,NA,NA,1974/4/28,-11.94957648,0.805098649,0.75,2.14,1974/5/1
1974/5/3,-0.872505277,-0.872505277,NA,NA,1974/4/28,-11.94957648,0.805098649,0.75,2.14,1974/5/1
1974/5/6,-0.186391147,-0.186391147,NA,NA,1974/5/5,-11.94957648,0.805098649,0.75,2.45,1974/5/1
1974/5/7,0.372435523,0.372435523,NA,NA,1974/5/5,-11.94957648,0.805098649,0.75,2.45,1974/5/1
1974/5/8,0.196613938,0.196613938,NA,NA,1974/5/5,-11.94957648,0.805098649,0.75,2.45,1974/5/1
1974/5/9,1.430143567,1.430143567,NA,NA,1974/5/5,-11.94957648,0.805098649,0.75,2.45,1974/5/1
1974/5/10,-1.615822175,-1.615822175,NA,NA,1974/5/5,-11.94957648,0.805098649,0.75,2.45,1974/5/1
1974/5/13,-0.889477097,-0.889477097,NA,NA,1974/5/12,-11.94957648,0.805098649,0.75,2.76,1974/5/1
1974/5/14,0.033082988,0.033082988,NA,NA,1974/5/12,-11.94957648,0.805098649,0.75,2.76,1974/5/1
1974/5/15,-0.264994084,-0.264994084,NA,NA,1974/5/12,-11.94957648,0.805098649,0.75,2.76,1974/5/1
1974/5/16,-0.810345788,-0.810345788,NA,NA,1974/5/12,-11.94957648,0.805098649,0.75,2.76,1974/5/1
1974/5/17,-1.697339686,-1.485342954,NA,NA,1974/5/12,-11.94957648,0.805098649,0.75,2.76,1974/5/1
1974/5/20,-0.3975674,-0.3975674,NA,NA,1974/5/19,-11.94957648,0.805098649,0.75,3.07,1974/5/1
1974/5/21,0.056895943,0.056895943,NA,NA,1974/5/19,-11.94957648,0.805098649,0.75,3.07,1974/5/1
1974/5/22,-0.937158859,-0.937158859,NA,NA,1974/5/19,-11.94957648,0.805098649,0.75,3.07,1974/5/1
1974/5/23,0.229389943,0.229389943,NA,NA,1974/5/19,-11.94957648,0.805098649,0.75,3.07,1974/5/1
1974/5/24,1.467020087,1.467020087,NA,NA,1974/5/19,-11.94957648,0.805098649,0.75,3.07,1974/5/1
1974/5/28,-0.23735416,-0.23735416,NA,NA,1974/5/26,-11.94957648,0.805098649,0.75,3.37,1974/5/1
1974/5/29,-1.688964014,-1.688964014,NA,NA,1974/5/26,-11.94957648,0.805098649,0.75,3.37,1974/5/1
1974/5/30,0.619553385,0.619553385,NA,NA,1974/5/26,-11.94957648,0.805098649,0.75,3.37,1974/5/1
1974/5/31,-0.171714313,-0.171714313,NA,NA,1974/5/26,-11.94957648,0.805098649,0.75,3.37,1974/5/1
1974/6/3,2.063798196,2.063798196,NA,NA,1974/6/2,5.922111281,-0.113522016,-0.36,3.66,1974/6/1
1974/6/4,1.160469414,1.160469414,NA,NA,1974/6/2,5.922111281,-0.113522016,-0.36,3.66,1974/6/1
1974/6/5,0.188416795,0.188416795,NA,NA,1974/6/2,5.922111281,-0.113522016,-0.36,3.66,1974/6/1
1974/6/6,1.81055149,1.81055149,NA,NA,1974/6/2,5.922111281,-0.113522016,-0.36,3.66,1974/6/1
